referenced_script_id	referenced_has_warp	source_script_id	source_script	line	callee	arg_index	confidence	is_self_reference	context
6	yes	371	script_371.mary	100	Func07F	1	medium	no	else if Func03E(239) == 0 && var_6 >= 2 && var_1 != 3 && var_5 == 1 && var_4 == 5 && (var_3 >= 8 && var_3 < 17) && Func07F(15) >= 100 && Func07F(6) >= 100 && Func086(16) == 1 && Func086(6) == 1 && Func086(15) == 1 && GetEntityLocation(16) == 14
6	yes	371	script_371.mary	100	Func086	1	medium	no	else if Func03E(239) == 0 && var_6 >= 2 && var_1 != 3 && var_5 == 1 && var_4 == 5 && (var_3 >= 8 && var_3 < 17) && Func07F(15) >= 100 && Func07F(6) >= 100 && Func086(16) == 1 && Func086(6) == 1 && Func086(15) == 1 && GetEntityLocation(16) == 14
6	yes	371	script_371.mary	105	Func07F	1	medium	no	else if Func03E(239) == 2 && Func03E(240) == 0 && var_6 >= 4 && var_4 == 1 && (var_3 >= 8 && var_3 < 17) && Func07F(15) >= 200 && Func07F(6) >= 200 && GetEntityLocation(16) == 14
6	yes	403	script_403.mary	47	Proc024	1	medium	no	Proc024(6)
6	yes	409	script_409.mary	126	TalkMessage	1	medium	no	TalkMessage(6)
6	yes	409	script_409.mary	144	Proc08D	1	medium	no	Proc08D(6)
6	yes	409	script_409.mary	184	Proc08D	1	medium	no	Proc08D(6)
6	yes	409	script_409.mary	246	TalkMessage	1	medium	no	TalkMessage(6)
6	yes	409	script_409.mary	262	Proc08D	1	medium	no	Proc08D(6)
6	yes	410	script_410.mary	125	TalkMessage	1	medium	no	TalkMessage(6)
6	yes	410	script_410.mary	143	Proc08D	1	medium	no	Proc08D(6)
6	yes	410	script_410.mary	183	Proc08D	1	medium	no	Proc08D(6)
6	yes	410	script_410.mary	245	TalkMessage	1	medium	no	TalkMessage(6)
6	yes	410	script_410.mary	261	Proc08D	1	medium	no	Proc08D(6)
6	yes	411	script_411.mary	125	TalkMessage	1	medium	no	TalkMessage(6)
6	yes	411	script_411.mary	143	Proc08D	1	medium	no	Proc08D(6)
6	yes	411	script_411.mary	183	Proc08D	1	medium	no	Proc08D(6)
6	yes	411	script_411.mary	245	TalkMessage	1	medium	no	TalkMessage(6)
6	yes	411	script_411.mary	261	Proc08D	1	medium	no	Proc08D(6)
6	yes	455	script_455.mary	12	Func0C1	1	medium	no	if var_0 && !Func0C1(6)
6	yes	455	script_455.mary	15	Proc0C2	1	medium	no	Proc0C2(6)
6	yes	472	script_472.mary	25	Proc08F	1	medium	no	Proc08F(6)
6	yes	487	script_487.mary	62	GetEntityLocation	1	medium	no	if GetEntityLocation(6) == 38 && Func03E(5) != 4 && (Func03E(3) >= 10 && Func03E(3) < 16)
6	yes	487	script_487.mary	64	Proc083	1	medium	no	Proc083(6)
6	yes	487	script_487.mary	67	Proc02D	1	medium	no	Proc02D(6)
6	yes	513	script_513.mary	7	Func07F	1	medium	no	if Func07F(6) <= 200
6	yes	513	script_513.mary	11	Func07F	1	medium	no	else if Func07F(6) > 200
6	yes	519	script_519.mary	12	Proc08D	1	medium	no	Proc08D(6)
6	yes	528	script_528.mary	22	GetEntityLocation	1	medium	no	else if GetEntityLocation(6) == 38
6	yes	528	script_528.mary	24	Func07F	1	medium	no	if Func07F(6) <= 100
6	yes	528	script_528.mary	42	Func07F	1	medium	no	else if Func07F(6) > 100
6	yes	528	script_528.mary	59	Func07F	1	medium	no	if Func07F(6) > 200
6	yes	528	script_528.mary	85	GetEntityLocation	1	medium	no	if Func03E(138) == 0 && var_4 != 1 && (var_3 >= 10 && var_3 < 13) && Func03E(103) == 0 && Func03E(142) == 0 && Func03E(143) == 0 && Func03E(102) == 0 && Func089(12) < 10000 && GetEntityLocation(7) == 38 && Func086(12) == 1 && Func086(7) == 1 && GetEntityLocation(6) == 38
6	yes	532	script_532.mary	34	Proc02D	1	medium	no	Proc02D(6)
6	yes	540	script_540.mary	41	Proc0FF	1	medium	no	Proc0FF(6)
6	yes	571	script_571.mary	62	TalkChoice2	2	medium	no	var_0 = TalkChoice2(5, 6)
6	yes	571	script_571.mary	194	Func07B	1	medium	no	if Func07B(6) == 1
6	yes	571	script_571.mary	1306	PushInt	1	medium	no	PushInt(6)
6	yes	571	script_571.mary	2111	PushInt	1	medium	no	PushInt(6)
6	yes	571	script_571.mary	3334	VarId	1	medium	no	PushVar(VarId(6))
6	yes	571	script_571.mary	3465	CallId	1	medium	no	Call(CallId(6))
6	yes	610	script_610.mary	26	TalkChoice3	3	medium	no	var_0 = TalkChoice3(4, 5, 6)
6	yes	614	script_614.mary	26	TalkChoice3	3	medium	no	var_0 = TalkChoice3(4, 5, 6)
6	yes	617	script_617.mary	26	TalkChoice3	3	medium	no	var_0 = TalkChoice3(4, 5, 6)
6	yes	620	script_620.mary	26	TalkChoice3	3	medium	no	var_0 = TalkChoice3(4, 5, 6)
6	yes	623	script_623.mary	26	TalkChoice3	3	medium	no	var_0 = TalkChoice3(4, 5, 6)
6	yes	625	script_625.mary	28	TalkChoice3	3	medium	no	var_0 = TalkChoice3(4, 5, 6)
6	yes	625	script_625.mary	115	TalkChoice3	2	medium	no	var_0 = TalkChoice3(5, 6, 13)
6	yes	629	script_629.mary	28	TalkChoice3	3	medium	no	var_0 = TalkChoice3(4, 5, 6)
6	yes	629	script_629.mary	115	TalkChoice3	2	medium	no	var_0 = TalkChoice3(5, 6, 13)
6	yes	632	script_632.mary	28	TalkChoice3	3	medium	no	var_0 = TalkChoice3(4, 5, 6)
6	yes	632	script_632.mary	115	TalkChoice3	3	medium	no	var_0 = TalkChoice3(4, 5, 6)
6	yes	635	script_635.mary	28	TalkChoice3	3	medium	no	var_0 = TalkChoice3(4, 5, 6)
6	yes	635	script_635.mary	115	TalkChoice3	2	medium	no	var_0 = TalkChoice3(5, 6, 13)
6	yes	638	script_638.mary	28	TalkChoice3	3	medium	no	var_0 = TalkChoice3(4, 5, 6)
6	yes	638	script_638.mary	115	TalkChoice3	2	medium	no	var_0 = TalkChoice3(5, 6, 13)
6	yes	640	script_640.mary	28	TalkChoice3	3	medium	no	var_0 = TalkChoice3(4, 5, 6)
6	yes	640	script_640.mary	115	TalkChoice3	2	medium	no	var_0 = TalkChoice3(5, 6, 12)
6	yes	644	script_644.mary	28	TalkChoice3	3	medium	no	var_0 = TalkChoice3(4, 5, 6)
6	yes	644	script_644.mary	115	TalkChoice3	2	medium	no	var_0 = TalkChoice3(5, 6, 13)
6	yes	647	script_647.mary	28	TalkChoice3	3	medium	no	var_0 = TalkChoice3(4, 5, 6)
6	yes	647	script_647.mary	115	TalkChoice3	2	medium	no	var_0 = TalkChoice3(5, 6, 13)
6	yes	650	script_650.mary	28	TalkChoice3	3	medium	no	var_0 = TalkChoice3(4, 5, 6)
6	yes	650	script_650.mary	115	TalkChoice3	2	medium	no	var_0 = TalkChoice3(5, 6, 13)
6	yes	653	script_653.mary	28	TalkChoice3	3	medium	no	var_0 = TalkChoice3(4, 5, 6)
6	yes	653	script_653.mary	115	TalkChoice3	2	medium	no	var_0 = TalkChoice3(5, 6, 13)
6	yes	710	script_710.mary	64	Proc011	2	medium	no	Proc011(4, 6, 0)
6	yes	710	script_710.mary	73	Proc011	2	medium	no	Proc011(4, 6, 0)
6	yes	710	script_710.mary	123	Proc011	2	medium	no	Proc011(24, 6, 0)
6	yes	711	script_711.mary	51	Proc011	2	medium	no	Proc011(4, 6, 0)
6	yes	711	script_711.mary	83	Proc011	2	medium	no	Proc011(5, 6, 0)
6	yes	712	script_712.mary	17	SetEntityAnim	1	medium	no	SetEntityAnim(6, 2465)
6	yes	712	script_712.mary	31	SetEntityAnim	1	medium	no	SetEntityAnim(6, 2469)
6	yes	712	script_712.mary	32	Proc00A	1	medium	no	Proc00A(6, 118, 1)
6	yes	712	script_712.mary	33	Proc00C	1	medium	no	Proc00C(6)
6	yes	712	script_712.mary	34	SetEntityAnim	1	medium	no	SetEntityAnim(6, 2465)
6	yes	712	script_712.mary	38	Proc02D	1	medium	no	Proc02D(6)
6	yes	712	script_712.mary	48	Proc011	1	medium	no	Proc011(6, 1, 0)
6	yes	712	script_712.mary	52	Proc02D	1	medium	no	Proc02D(6)
6	yes	712	script_712.mary	56	SetEntityFacing	1	medium	no	SetEntityFacing(6, 2)
6	yes	712	script_712.mary	57	Proc011	1	medium	no	Proc011(6, 2, 0)
6	yes	712	script_712.mary	61	Proc02D	1	medium	no	Proc02D(6)
6	yes	712	script_712.mary	69	Proc011	1	medium	no	Proc011(6, 4, 0)
6	yes	712	script_712.mary	71	SetEntityFacing	1	medium	no	SetEntityFacing(6, 1)
6	yes	712	script_712.mary	75	Proc02D	1	medium	no	Proc02D(6)
6	yes	712	script_712.mary	78	SetEntityAnim	1	medium	no	SetEntityAnim(6, 2469)
6	yes	712	script_712.mary	79	SetEntityFacing	1	medium	no	SetEntityFacing(6, 0)
6	yes	712	script_712.mary	80	Proc00A	1	medium	no	Proc00A(6, 240, 1)
6	yes	712	script_712.mary	81	Proc00C	1	medium	no	Proc00C(6)
6	yes	712	script_712.mary	83	Proc00F	1	medium	no	Proc00F(6)
6	yes	712	script_712.mary	92	Proc083	1	medium	no	Proc083(6)
6	yes	712	script_712.mary	94	Proc080	1	medium	no	Proc080(6, 20)
6	yes	713	script_713.mary	24	SetEntityAnim	1	medium	no	SetEntityAnim(6, 2465)
6	yes	713	script_713.mary	38	SetEntityAnim	1	medium	no	SetEntityAnim(6, 2469)
6	yes	713	script_713.mary	39	Proc00A	1	medium	no	Proc00A(6, 118, 1)
6	yes	713	script_713.mary	40	Proc00C	1	medium	no	Proc00C(6)
6	yes	713	script_713.mary	41	SetEntityAnim	1	medium	no	SetEntityAnim(6, 2465)
6	yes	713	script_713.mary	55	Proc02D	1	medium	no	Proc02D(6)
6	yes	713	script_713.mary	67	Proc02D	1	medium	no	Proc02D(6)
6	yes	713	script_713.mary	77	Proc011	1	medium	no	Proc011(6, 2, 0)
6	yes	713	script_713.mary	81	Proc02D	1	medium	no	Proc02D(6)
6	yes	713	script_713.mary	92	Proc02D	1	medium	no	Proc02D(6)
6	yes	713	script_713.mary	95	SetEntityFacing	1	medium	no	SetEntityFacing(6, 2)
6	yes	713	script_713.mary	96	Proc011	1	medium	no	Proc011(6, 2, 0)
6	yes	713	script_713.mary	100	Proc02D	1	medium	no	Proc02D(6)
6	yes	713	script_713.mary	108	Proc011	1	medium	no	Proc011(6, 4, 0)
6	yes	713	script_713.mary	112	Proc02D	1	medium	no	Proc02D(6)
6	yes	713	script_713.mary	115	SetEntityAnim	1	medium	no	SetEntityAnim(6, 2469)
6	yes	713	script_713.mary	116	SetEntityFacing	1	medium	no	SetEntityFacing(6, 0)
6	yes	713	script_713.mary	117	Proc00A	1	medium	no	Proc00A(6, 240, 1)
6	yes	713	script_713.mary	118	Proc00C	1	medium	no	Proc00C(6)
6	yes	713	script_713.mary	120	Proc00F	1	medium	no	Proc00F(6)
6	yes	713	script_713.mary	129	Proc083	1	medium	no	Proc083(6)
6	yes	713	script_713.mary	131	Proc080	1	medium	no	Proc080(6, 20)
6	yes	718	script_718.mary	64	Proc011	2	medium	no	Proc011(8, 6, 0)
6	yes	718	script_718.mary	88	Proc011	2	medium	no	Proc011(8, 6, 0)
6	yes	721	script_721.mary	132	Proc011	2	medium	no	Proc011(0, 6, 0)
6	yes	724	script_724.mary	28	Proc011	2	medium	no	Proc011(10, 6, 0)
6	yes	724	script_724.mary	35	Proc011	2	medium	no	Proc011(10, 6, 0)
6	yes	724	script_724.mary	42	Proc011	2	medium	no	Proc011(10, 6, 0)
6	yes	724	script_724.mary	49	Proc011	2	medium	no	Proc011(10, 6, 0)
6	yes	724	script_724.mary	56	Proc011	2	medium	no	Proc011(10, 6, 1)
6	yes	733	script_733.mary	50	Proc011	2	medium	no	Proc011(12, 6, 0)
6	yes	733	script_733.mary	67	Proc011	2	medium	no	Proc011(7, 6, 0)
6	yes	741	script_741.mary	34	Proc011	2	medium	no	Proc011(0, 6, 0)
6	yes	751	script_751.mary	235	Proc011	2	medium	no	Proc011(17, 6, 0)
6	yes	753	script_753.mary	140	Proc011	2	medium	no	Proc011(17, 6, 0)
6	yes	753	script_753.mary	239	Proc011	2	medium	no	Proc011(8, 6, 0)
6	yes	763	script_763.mary	214	Proc011	2	medium	no	Proc011(0, 6, 0)
6	yes	764	script_764.mary	194	Proc011	2	medium	no	Proc011(0, 6, 0)
6	yes	764	script_764.mary	258	Proc011	2	medium	no	Proc011(0, 6, 0)
6	yes	764	script_764.mary	259	Proc011	2	medium	no	Proc011(28, 6, 0)
6	yes	776	script_776.mary	71	Proc011	2	medium	no	Proc011(16, 6, 0)
6	yes	779	script_779.mary	171	Proc011	2	medium	no	Proc011(0, 6, 0)
6	yes	786	script_786.mary	46	Proc011	2	medium	no	Proc011(25, 6, 1)
6	yes	786	script_786.mary	202	Proc011	2	medium	no	Proc011(0, 6, 0)
6	yes	794	script_794.mary	63	Proc011	2	medium	no	Proc011(23, 6, 0)
6	yes	795	script_795.mary	352	SetEntityAnim	1	medium	no	SetEntityAnim(6, 2465)
6	yes	795	script_795.mary	354	Proc011	2	medium	no	Proc011(0, 6, 0)
6	yes	795	script_795.mary	361	Proc00F	1	medium	no	Proc00F(6)
6	yes	801	script_801.mary	76	Proc011	2	medium	no	Proc011(27, 6, 0)
6	yes	804	script_804.mary	88	Proc011	2	medium	no	Proc011(28, 6, 0)
6	yes	817	script_817.mary	164	Proc011	2	medium	no	Proc011(0, 6, 0)
6	yes	819	script_819.mary	90	Proc011	2	medium	no	Proc011(0, 6, 0)
6	yes	819	script_819.mary	110	Proc011	2	medium	no	Proc011(0, 6, 0)
6	yes	819	script_819.mary	118	SetEntityAnim	1	medium	no	SetEntityAnim(6, 2469)
6	yes	819	script_819.mary	119	Proc011	1	medium	no	Proc011(6, 0, 1)
6	yes	819	script_819.mary	120	Proc00A	1	medium	no	Proc00A(6, 120, 1)
6	yes	819	script_819.mary	121	Proc00C	1	medium	no	Proc00C(6)
6	yes	819	script_819.mary	122	SetEntityAnim	1	medium	no	SetEntityAnim(6, 2465)
6	yes	819	script_819.mary	123	SetEntityFacing	1	medium	no	SetEntityFacing(6, 2)
6	yes	819	script_819.mary	126	Proc02D	1	medium	no	Proc02D(6)
6	yes	819	script_819.mary	130	Proc011	2	medium	no	Proc011(0, 6, 0)
6	yes	819	script_819.mary	131	SetEntityFacing	1	medium	no	SetEntityFacing(6, 1)
6	yes	819	script_819.mary	133	SetEntityAnim	1	medium	no	SetEntityAnim(6, 2469)
6	yes	819	script_819.mary	134	Proc00A	1	medium	no	Proc00A(6, 0, 1)
6	yes	819	script_819.mary	135	Proc00C	1	medium	no	Proc00C(6)
6	yes	819	script_819.mary	136	Proc00F	1	medium	no	Proc00F(6)
6	yes	819	script_819.mary	150	Proc011	2	medium	no	Proc011(0, 6, 0)
6	yes	819	script_819.mary	170	Proc011	2	medium	no	Proc011(0, 6, 0)
6	yes	819	script_819.mary	190	Proc011	2	medium	no	Proc011(0, 6, 0)
6	yes	819	script_819.mary	210	Proc011	2	medium	no	Proc011(0, 6, 0)
6	yes	819	script_819.mary	230	Proc011	2	medium	no	Proc011(0, 6, 0)
6	yes	819	script_819.mary	294	Proc011	2	medium	no	Proc011(0, 6, 0)
6	yes	819	script_819.mary	314	Proc011	2	medium	no	Proc011(0, 6, 0)
6	yes	819	script_819.mary	334	Proc011	2	medium	no	Proc011(0, 6, 0)
6	yes	819	script_819.mary	354	Proc011	2	medium	no	Proc011(0, 6, 0)
6	yes	819	script_819.mary	374	Proc011	2	medium	no	Proc011(0, 6, 0)
6	yes	819	script_819.mary	394	Proc011	2	medium	no	Proc011(0, 6, 0)
6	yes	819	script_819.mary	429	Proc011	2	medium	no	Proc011(0, 6, 0)
6	yes	819	script_819.mary	444	Proc011	2	medium	no	Proc011(0, 6, 0)
6	yes	819	script_819.mary	458	Proc080	1	medium	no	Proc080(6, -10)
6	yes	821	script_821.mary	52	Proc080	1	medium	no	Proc080(6, 10)
6	yes	848	script_848.mary	77	PlayBGM	2	medium	no	PlayBGM(1, 6)
6	yes	848	script_848.mary	259	Proc011	2	medium	no	Proc011(0, 6, 0)
6	yes	848	script_848.mary	286	Proc011	2	medium	no	Proc011(0, 6, 0)
6	yes	855	script_855.mary	24	TalkChoice3	3	medium	no	var_0 = TalkChoice3(4, 5, 6)
6	yes	858	script_858.mary	26	TalkChoice3	3	medium	no	var_0 = TalkChoice3(4, 5, 6)
6	yes	858	script_858.mary	136	TalkChoice3	1	medium	no	var_0 = TalkChoice3(6, 4, 13)
6	yes	861	script_861.mary	26	TalkChoice3	3	medium	no	var_0 = TalkChoice3(4, 5, 6)
6	yes	861	script_861.mary	136	TalkChoice3	2	medium	no	var_0 = TalkChoice3(13, 6, 14)
6	yes	862	script_862.mary	52	Proc011	2	medium	no	Proc011(0, 6, 0)
6	yes	863	script_863.mary	120	Proc011	2	medium	no	Proc011(0, 6, 0)
6	yes	867	script_867.mary	23	Proc011	2	medium	no	Proc011(0, 6, 1)
6	yes	867	script_867.mary	67	Proc011	2	medium	no	Proc011(0, 6, 0)
6	yes	867	script_867.mary	93	Proc011	2	medium	no	Proc011(13, 6, 1)
6	yes	867	script_867.mary	105	Proc011	2	medium	no	Proc011(13, 6, 0)
6	yes	867	script_867.mary	114	Proc011	2	medium	no	Proc011(0, 6, 0)
6	yes	875	script_875.mary	35	Proc011	2	medium	no	Proc011(19, 6, 0)
6	yes	875	script_875.mary	69	Proc011	2	medium	no	Proc011(19, 6, 0)
6	yes	875	script_875.mary	70	Proc011	2	medium	no	Proc011(2, 6, 0)
6	yes	876	script_876.mary	151	Proc011	2	medium	no	Proc011(19, 6, 0)
6	yes	876	script_876.mary	152	Proc011	2	medium	no	Proc011(2, 6, 0)
6	yes	877	script_877.mary	75	PlayBGM	2	medium	no	PlayBGM(1, 6)
6	yes	878	script_878.mary	93	PlayBGM	2	medium	no	PlayBGM(1, 6)
6	yes	879	script_879.mary	7	PlayBGM	2	medium	no	PlayBGM(1, 6)
6	yes	880	script_880.mary	15	Proc030	1	medium	no	Proc030(6)
6	yes	880	script_880.mary	26	Proc030	1	medium	no	Proc030(6)
6	yes	886	script_886.mary	55	Proc011	2	medium	no	Proc011(26, 6, 0)
6	yes	889	script_889.mary	78	Proc011	2	medium	no	Proc011(26, 6, 0)
6	yes	891	script_891.mary	58	Proc011	2	medium	no	Proc011(3, 6, 0)
6	yes	891	script_891.mary	104	Proc011	2	medium	no	Proc011(3, 6, 0)
6	yes	894	script_894.mary	98	Proc011	2	medium	no	Proc011(1, 6, 0)
6	yes	894	script_894.mary	156	Proc011	2	medium	no	Proc011(26, 6, 0)
6	yes	898	script_898.mary	75	PlayBGM	2	medium	no	PlayBGM(1, 6)
6	yes	899	script_899.mary	20	PlayBGM	2	medium	no	PlayBGM(1, 6)
6	yes	906	script_906.mary	73	Proc011	2	medium	no	Proc011(23, 6, 0)
6	yes	908	script_908.mary	87	Proc011	2	medium	no	Proc011(22, 6, 0)
6	yes	911	script_911.mary	99	Proc011	2	medium	no	Proc011(23, 6, 0)
6	yes	918	script_918.mary	67	PlayBGM	2	medium	no	PlayBGM(1, 6)
6	yes	919	script_919.mary	13	PlayBGM	2	medium	no	PlayBGM(1, 6)
6	yes	926	script_926.mary	41	SetEntityAnim	1	medium	no	SetEntityAnim(6, 2465)
6	yes	926	script_926.mary	63	SetEntityFacing	1	medium	no	SetEntityFacing(6, 2)
6	yes	926	script_926.mary	67	Proc02D	1	medium	no	Proc02D(6)
6	yes	926	script_926.mary	75	Proc011	1	medium	no	Proc011(6, 5, 0)
6	yes	926	script_926.mary	79	Proc02D	1	medium	no	Proc02D(6)
6	yes	926	script_926.mary	92	Proc011	1	medium	no	Proc011(6, 2, 0)
6	yes	926	script_926.mary	95	SetEntityFacing	1	medium	no	SetEntityFacing(6, 0)
6	yes	926	script_926.mary	99	Proc02D	1	medium	no	Proc02D(6)
6	yes	926	script_926.mary	117	Proc02D	1	medium	no	Proc02D(6)
6	yes	926	script_926.mary	162	SetEntityFacing	1	medium	no	SetEntityFacing(6, 2)
6	yes	926	script_926.mary	165	Proc02D	1	medium	no	Proc02D(6)
6	yes	926	script_926.mary	191	SetEntityFacing	1	medium	no	SetEntityFacing(6, 0)
6	yes	926	script_926.mary	208	Proc08C	1	medium	no	Proc08C(6, 928)
6	yes	928	script_928.mary	9	Proc02D	1	medium	no	Proc02D(6)
6	yes	928	script_928.mary	12	SetEntityFacing	1	medium	no	SetEntityFacing(6, 0)
6	yes	928	script_928.mary	13	Proc083	1	medium	no	Proc083(6)
6	yes	932	script_932.mary	67	Proc011	2	medium	no	Proc011(7, 6, 0)
6	yes	932	script_932.mary	75	Proc011	2	medium	no	Proc011(12, 6, 0)
6	yes	932	script_932.mary	102	Proc011	2	medium	no	Proc011(7, 6, 0)
6	yes	932	script_932.mary	125	Proc011	2	medium	no	Proc011(7, 6, 0)
6	yes	936	script_936.mary	44	SetEntityAnim	1	medium	no	SetEntityAnim(6, 2465)
6	yes	936	script_936.mary	79	PlayBGM	2	medium	no	PlayBGM(1, 6)
6	yes	936	script_936.mary	110	SetEntityFacing	1	medium	no	SetEntityFacing(6, 0)
6	yes	937	script_937.mary	13	PlayBGM	2	medium	no	PlayBGM(1, 6)
6	yes	937	script_937.mary	30	SetEntityAnim	1	medium	no	SetEntityAnim(6, 2465)
6	yes	937	script_937.mary	77	Proc080	1	medium	no	Proc080(6, 20)
6	yes	937	script_937.mary	117	Proc08C	1	medium	no	Proc08C(6, 943)
6	yes	937	script_937.mary	131	Proc08C	1	medium	no	Proc08C(6, 943)
6	yes	941	script_941.mary	25	Proc080	1	medium	no	Proc080(6, 20)
6	yes	941	script_941.mary	47	Proc08D	1	medium	no	Proc08D(6)
6	yes	943	script_943.mary	7	Func086	1	medium	no	if Func086(6) == 0
6	yes	943	script_943.mary	9	Proc083	1	medium	no	Proc083(6)
6	yes	943	script_943.mary	11	Func085	1	medium	no	if Func085(6) == 0
6	yes	943	script_943.mary	16	Proc02D	1	medium	no	Proc02D(6)
6	yes	943	script_943.mary	19	SetEntityFacing	1	medium	no	SetEntityFacing(6, 3)
6	yes	943	script_943.mary	20	Proc083	1	medium	no	Proc083(6)
6	yes	943	script_943.mary	27	Proc02D	1	medium	no	Proc02D(6)
6	yes	943	script_943.mary	30	SetEntityFacing	1	medium	no	SetEntityFacing(6, 3)
6	yes	943	script_943.mary	31	Proc083	1	medium	no	Proc083(6)
6	yes	944	script_944.mary	46	Proc011	2	medium	no	Proc011(20, 6, 0)
6	yes	944	script_944.mary	70	Proc011	2	medium	no	Proc011(21, 6, 0)
6	yes	947	script_947.mary	50	Proc011	2	medium	no	Proc011(21, 6, 0)
6	yes	947	script_947.mary	51	Proc011	2	medium	no	Proc011(16, 6, 0)
6	yes	947	script_947.mary	93	Proc011	2	medium	no	Proc011(20, 6, 0)
6	yes	947	script_947.mary	114	Proc011	2	medium	no	Proc011(20, 6, 0)
6	yes	950	script_950.mary	48	Proc011	2	medium	no	Proc011(21, 6, 0)
6	yes	950	script_950.mary	70	Proc011	2	medium	no	Proc011(21, 6, 0)
6	yes	953	script_953.mary	80	Proc011	2	medium	no	Proc011(20, 6, 0)
6	yes	956	script_956.mary	75	PlayBGM	2	medium	no	PlayBGM(1, 6)
6	yes	957	script_957.mary	13	PlayBGM	2	medium	no	PlayBGM(1, 6)
6	yes	982	script_982.mary	271	Func086	1	medium	no	if Func086(6) == 1
6	yes	982	script_982.mary	273	Func07F	1	medium	no	if Func07F(6) >= 100
6	yes	982	script_982.mary	590	Func130	1	medium	no	if Func130(5) >= 100 && Func130(6) >= 100 && Func130(7) >= 100
