script_id	script	line	map_id	map_name	proc_x	proc_y	player_line	entity_id	entity_x	entity_y	facing	has_player_position	source
462	script_462.mary	8	2	MAP_FARM	504	120	9	0	504	120	0	yes	scripts/script_462.mary
519	script_519.mary	16	7	MAP_SOUTH_TOWN	296	120	17	0	296	120	0	yes	scripts/script_519.mary
521	script_521.mary	9	41		40	208	10	0	40	208	1	yes	scripts/script_521.mary
523	script_523.mary	124	10		120	208	125	0	120	208	1	yes	scripts/script_523.mary
524	script_524.mary	8	2	MAP_FARM	340	56	9	0	340	56	0	yes	scripts/script_524.mary
525	script_525.mary	14	3	MAP_FOREST	832	24	15	0	832	24	0	yes	scripts/script_525.mary
526	script_526.mary	8	5	MAP_NORTH_TOWN	104	680	9	0	104	680	1	yes	scripts/script_526.mary
527	script_527.mary	9	6	MAP_ROSE_SQUARE	220	432	10	0	220	432	1	yes	scripts/script_527.mary
528	script_528.mary	83	38		120	208	84	0	120	208	1	yes	scripts/script_528.mary
529	script_529.mary	9	39		120	208	10	0	120	208	1	yes	scripts/script_529.mary
530	script_530.mary	45	41		168	208	46	0	168	208	1	yes	scripts/script_530.mary
532	script_532.mary	61	0	MAP_MOTHERS_HILL	500	20	62	0	500	20	0	yes	scripts/script_532.mary
541	script_541.mary	46	7	MAP_SOUTH_TOWN	548	106	47	0	548	106	0	yes	scripts/script_541.mary
550	script_550.mary	21	3	MAP_FOREST	612	248	22	0	612	248	0	yes	scripts/script_550.mary
559	script_559.mary	8	7	MAP_SOUTH_TOWN	992	240	9	0	992	240	0	yes	scripts/script_559.mary
560	script_560.mary	18	7	MAP_SOUTH_TOWN	944	232	19	0	944	232	0	yes	scripts/script_560.mary
561	script_561.mary	28	42		216	96	29	0	216	96	1	yes	scripts/script_561.mary
568	script_568.mary	8	41		216	168	9	0	216	168	0	yes	scripts/script_568.mary
573	script_573.mary	7	2	MAP_FARM	228	120	8	0	228	120	0	yes	scripts/script_573.mary
574	script_574.mary	7	2	MAP_FARM	228	120	8	0	228	120	0	yes	scripts/script_574.mary
575	script_575.mary	7	2	MAP_FARM	228	120	8	0	228	120	0	yes	scripts/script_575.mary
576	script_576.mary	7	2	MAP_FARM	228	120	8	0	228	120	0	yes	scripts/script_576.mary
577	script_577.mary	7	2	MAP_FARM	228	120	8	0	228	120	0	yes	scripts/script_577.mary
578	script_578.mary	7	2	MAP_FARM	228	120	8	0	228	120	0	yes	scripts/script_578.mary
579	script_579.mary	7	2	MAP_FARM	228	120	8	0	228	120	0	yes	scripts/script_579.mary
580	script_580.mary	7	2	MAP_FARM	228	120	8	0	228	120	0	yes	scripts/script_580.mary
581	script_581.mary	7	2	MAP_FARM	228	120	8	0	228	120	0	yes	scripts/script_581.mary
582	script_582.mary	7	2	MAP_FARM	228	120	8	0	228	120	0	yes	scripts/script_582.mary
583	script_583.mary	7	2	MAP_FARM	228	120	8	0	228	120	0	yes	scripts/script_583.mary
584	script_584.mary	7	2	MAP_FARM	228	120	8	0	228	120	0	yes	scripts/script_584.mary
585	script_585.mary	7	2	MAP_FARM	228	120	8	0	228	120	0	yes	scripts/script_585.mary
586	script_586.mary	7	2	MAP_FARM	228	120	8	0	228	120	0	yes	scripts/script_586.mary
587	script_587.mary	7	2	MAP_FARM	228	120	8	0	228	120	0	yes	scripts/script_587.mary
588	script_588.mary	7	2	MAP_FARM	228	120	8	0	228	120	0	yes	scripts/script_588.mary
589	script_589.mary	15	29	MAP_PLAYER_HOUSE	265	138	17	0	265	138	1	yes	scripts/script_589.mary
589	script_589.mary	71	29	MAP_PLAYER_HOUSE	327	112	72	0	327	112	2	yes	scripts/script_589.mary
589	script_589.mary	103	29	MAP_PLAYER_HOUSE	327	112	104	0	327	112	2	yes	scripts/script_589.mary
589	script_589.mary	133	29	MAP_PLAYER_HOUSE	327	112	134	0	327	112	2	yes	scripts/script_589.mary
590	script_590.mary	32	29	MAP_PLAYER_HOUSE	327	112	33	0	327	112	2	yes	scripts/script_590.mary
592	script_592.mary	7	29	MAP_PLAYER_HOUSE	265	138	9	0	265	138	1	yes	scripts/script_592.mary
592	script_592.mary	56	29	MAP_PLAYER_HOUSE	327	112	57	0	327	112	2	yes	scripts/script_592.mary
593	script_593.mary	15	29	MAP_PLAYER_HOUSE	265	138	17	0	265	138	1	yes	scripts/script_593.mary
593	script_593.mary	71	29	MAP_PLAYER_HOUSE	327	112	72	0	327	112	2	yes	scripts/script_593.mary
593	script_593.mary	103	29	MAP_PLAYER_HOUSE	327	112	104	0	327	112	2	yes	scripts/script_593.mary
593	script_593.mary	133	29	MAP_PLAYER_HOUSE	327	112	134	0	327	112	2	yes	scripts/script_593.mary
595	script_595.mary	32	29	MAP_PLAYER_HOUSE	327	112	33	0	327	112	2	yes	scripts/script_595.mary
596	script_596.mary	7	29	MAP_PLAYER_HOUSE	265	138	9	0	265	138	1	yes	scripts/script_596.mary
596	script_596.mary	56	29	MAP_PLAYER_HOUSE	327	112	57	0	327	112	2	yes	scripts/script_596.mary
597	script_597.mary	15	29	MAP_PLAYER_HOUSE	265	138	17	0	265	138	1	yes	scripts/script_597.mary
597	script_597.mary	71	29	MAP_PLAYER_HOUSE	327	112	72	0	327	112	2	yes	scripts/script_597.mary
597	script_597.mary	103	29	MAP_PLAYER_HOUSE	327	112	104	0	327	112	2	yes	scripts/script_597.mary
597	script_597.mary	133	29	MAP_PLAYER_HOUSE	327	112	134	0	327	112	2	yes	scripts/script_597.mary
599	script_599.mary	32	29	MAP_PLAYER_HOUSE	327	112	33	0	327	112	2	yes	scripts/script_599.mary
600	script_600.mary	7	29	MAP_PLAYER_HOUSE	265	138	9	0	265	138	1	yes	scripts/script_600.mary
600	script_600.mary	56	29	MAP_PLAYER_HOUSE	327	112	57	0	327	112	2	yes	scripts/script_600.mary
601	script_601.mary	15	29	MAP_PLAYER_HOUSE	265	138	17	0	265	138	1	yes	scripts/script_601.mary
601	script_601.mary	71	29	MAP_PLAYER_HOUSE	327	112	72	0	327	112	2	yes	scripts/script_601.mary
601	script_601.mary	103	29	MAP_PLAYER_HOUSE	327	112	104	0	327	112	2	yes	scripts/script_601.mary
601	script_601.mary	133	29	MAP_PLAYER_HOUSE	327	112	134	0	327	112	2	yes	scripts/script_601.mary
603	script_603.mary	32	29	MAP_PLAYER_HOUSE	327	112	33	0	327	112	2	yes	scripts/script_603.mary
604	script_604.mary	7	29	MAP_PLAYER_HOUSE	265	138	9	0	265	138	1	yes	scripts/script_604.mary
604	script_604.mary	56	29	MAP_PLAYER_HOUSE	327	112	57	0	327	112	2	yes	scripts/script_604.mary
605	script_605.mary	15	29	MAP_PLAYER_HOUSE	265	138	17	0	265	138	1	yes	scripts/script_605.mary
605	script_605.mary	71	29	MAP_PLAYER_HOUSE	327	112	72	0	327	112	2	yes	scripts/script_605.mary
605	script_605.mary	103	29	MAP_PLAYER_HOUSE	327	112	104	0	327	112	2	yes	scripts/script_605.mary
605	script_605.mary	133	29	MAP_PLAYER_HOUSE	327	112	134	0	327	112	2	yes	scripts/script_605.mary
607	script_607.mary	32	29	MAP_PLAYER_HOUSE	327	112	33	0	327	112	2	yes	scripts/script_607.mary
608	script_608.mary	7	29	MAP_PLAYER_HOUSE	265	138	9	0	265	138	1	yes	scripts/script_608.mary
608	script_608.mary	56	29	MAP_PLAYER_HOUSE	327	112	57	0	327	112	2	yes	scripts/script_608.mary
609	script_609.mary	5	29	MAP_PLAYER_HOUSE	304	208	7	0	304	208	1	yes	scripts/script_609.mary
612	script_612.mary	5	29	MAP_PLAYER_HOUSE	304	208	7	0	304	208	1	yes	scripts/script_612.mary
615	script_615.mary	5	29	MAP_PLAYER_HOUSE	304	208	7	0	304	208	1	yes	scripts/script_615.mary
618	script_618.mary	5	29	MAP_PLAYER_HOUSE	304	208	7	0	304	208	1	yes	scripts/script_618.mary
621	script_621.mary	5	29	MAP_PLAYER_HOUSE	304	208	7	0	304	208	1	yes	scripts/script_621.mary
624	script_624.mary	5	29	MAP_PLAYER_HOUSE	304	208	7	0	304	208	1	yes	scripts/script_624.mary
627	script_627.mary	5	29	MAP_PLAYER_HOUSE	304	208	7	0	304	208	1	yes	scripts/script_627.mary
630	script_630.mary	5	29	MAP_PLAYER_HOUSE	304	208	7	0	304	208	1	yes	scripts/script_630.mary
633	script_633.mary	5	29	MAP_PLAYER_HOUSE	304	208	7	0	304	208	1	yes	scripts/script_633.mary
636	script_636.mary	5	29	MAP_PLAYER_HOUSE	304	208	7	0	304	208	1	yes	scripts/script_636.mary
639	script_639.mary	5	29	MAP_PLAYER_HOUSE	304	208	7	0	304	208	1	yes	scripts/script_639.mary
642	script_642.mary	5	29	MAP_PLAYER_HOUSE	304	208	7	0	304	208	1	yes	scripts/script_642.mary
645	script_645.mary	5	29	MAP_PLAYER_HOUSE	304	208	7	0	304	208	1	yes	scripts/script_645.mary
648	script_648.mary	5	29	MAP_PLAYER_HOUSE	304	208	7	0	304	208	1	yes	scripts/script_648.mary
651	script_651.mary	5	29	MAP_PLAYER_HOUSE	304	208	7	0	304	208	1	yes	scripts/script_651.mary
654	script_654.mary	14	29	MAP_PLAYER_HOUSE	300	94	16	0	300	94	3	yes	scripts/script_654.mary
654	script_654.mary	54	19		228	148	56	0	228	124	3	yes	scripts/script_654.mary
655	script_655.mary	14	29	MAP_PLAYER_HOUSE	300	94	16	0	300	94	3	yes	scripts/script_655.mary
655	script_655.mary	54	19		228	148	56	0	228	124	3	yes	scripts/script_655.mary
656	script_656.mary	14	29	MAP_PLAYER_HOUSE	300	94	16	0	300	94	3	yes	scripts/script_656.mary
656	script_656.mary	54	19		228	148	56	0	228	124	3	yes	scripts/script_656.mary
657	script_657.mary	14	29	MAP_PLAYER_HOUSE	300	94	16	0	300	94	3	yes	scripts/script_657.mary
657	script_657.mary	54	19		228	148	56	0	228	124	3	yes	scripts/script_657.mary
658	script_658.mary	14	29	MAP_PLAYER_HOUSE	300	94	16	0	300	94	3	yes	scripts/script_658.mary
658	script_658.mary	54	19		228	148	56	0	228	124	3	yes	scripts/script_658.mary
659	script_659.mary	17	29	MAP_PLAYER_HOUSE	117	148	19	0	117	148	1	yes	scripts/script_659.mary
659	script_659.mary	198	29	MAP_PLAYER_HOUSE	430	124	200	0	430	124	1	yes	scripts/script_659.mary
660	script_660.mary	17	29	MAP_PLAYER_HOUSE	117	148	19	0	117	148	1	yes	scripts/script_660.mary
660	script_660.mary	198	29	MAP_PLAYER_HOUSE	430	124	200	0	430	124	1	yes	scripts/script_660.mary
661	script_661.mary	16	29	MAP_PLAYER_HOUSE	117	148	18	0	117	148	1	yes	scripts/script_661.mary
661	script_661.mary	197	29	MAP_PLAYER_HOUSE	430	124	199	0	430	124	1	yes	scripts/script_661.mary
662	script_662.mary	17	29	MAP_PLAYER_HOUSE	117	148	19	0	117	148	1	yes	scripts/script_662.mary
662	script_662.mary	198	29	MAP_PLAYER_HOUSE	430	124	200	0	430	124	1	yes	scripts/script_662.mary
663	script_663.mary	17	29	MAP_PLAYER_HOUSE	117	148	19	0	117	148	1	yes	scripts/script_663.mary
663	script_663.mary	198	29	MAP_PLAYER_HOUSE	430	124	200	0	430	124	1	yes	scripts/script_663.mary
664	script_664.mary	11	29	MAP_PLAYER_HOUSE	332	124	13	0	332	124	3	yes	scripts/script_664.mary
667	script_667.mary	11	29	MAP_PLAYER_HOUSE	332	124	13	0	332	124	3	yes	scripts/script_667.mary
670	script_670.mary	11	29	MAP_PLAYER_HOUSE	332	124	13	0	332	124	3	yes	scripts/script_670.mary
673	script_673.mary	11	29	MAP_PLAYER_HOUSE	332	124	13	0	332	124	3	yes	scripts/script_673.mary
676	script_676.mary	11	29	MAP_PLAYER_HOUSE	332	124	13	0	332	124	3	yes	scripts/script_676.mary
679	script_679.mary	7	29	MAP_PLAYER_HOUSE	448	100	9	0	448	100	1	yes	scripts/script_679.mary
680	script_680.mary	7	29	MAP_PLAYER_HOUSE	448	100	9	0	448	100	1	yes	scripts/script_680.mary
681	script_681.mary	7	29	MAP_PLAYER_HOUSE	448	100	9	0	448	100	1	yes	scripts/script_681.mary
682	script_682.mary	7	29	MAP_PLAYER_HOUSE	448	100	9	0	448	100	1	yes	scripts/script_682.mary
683	script_683.mary	7	29	MAP_PLAYER_HOUSE	448	100	9	0	448	100	1	yes	scripts/script_683.mary
684	script_684.mary	19	29	MAP_PLAYER_HOUSE	400	100	20	0	400	100	3	yes	scripts/script_684.mary
684	script_684.mary	95	19		228	148	97	0	228	124	3	yes	scripts/script_684.mary
685	script_685.mary	19	29	MAP_PLAYER_HOUSE	400	100	20	0	400	100	3	yes	scripts/script_685.mary
685	script_685.mary	95	19		228	148	97	0	228	124	3	yes	scripts/script_685.mary
686	script_686.mary	19	29	MAP_PLAYER_HOUSE	400	100	20	0	400	100	3	yes	scripts/script_686.mary
686	script_686.mary	95	19		228	148	97	0	228	124	3	yes	scripts/script_686.mary
687	script_687.mary	19	29	MAP_PLAYER_HOUSE	400	100	20	0	400	100	3	yes	scripts/script_687.mary
