script_id	rom_offset	region_symbol	region_source	context_hex
6	0x122DB8	gUnk_08117BC8	asm/data/data_080F9EB8.s	07 07 05 05 05 05 05 05 06 00 00 00 00 00 00 06 06 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 05 05 05
6	0x122E30	gUnk_08117BC8	asm/data/data_080F9EB8.s	00 00 00 00 05 05 05 05 05 05 08 08 05 05 05 05 06 00 00 00 00 00 00 06 06 00 00 00 00 00 00 00 00 00 00 00
6	0x122E38	gUnk_08117BC8	asm/data/data_080F9EB8.s	05 05 08 08 05 05 05 05 06 00 00 00 00 00 00 06 06 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 05 05
6	0x126984	gUnk_08117BC8	asm/data/data_080F9EB8.s	00 02 02 00 00 06 06 06 06 07 07 07 07 06 06 06 06 00 00 00 00 00 00 00 00 00 00 00 00 00 02 00 00 0a 0a 0a
6	0x1269E0	gUnk_08117BC8	asm/data/data_080F9EB8.s	09 02 02 00 00 06 06 06 06 07 07 07 07 06 06 06 06 00 00 00 00 00 00 00 03 03 03 03 03 03 02 00 00 0a 0a 0a
6	0x126EC8	gUnk_08117BC8	asm/data/data_080F9EB8.s	00 00 00 00 00 00 00 00 00 04 04 00 00 00 00 06 06 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
6	0x126F28	gUnk_08117BC8	asm/data/data_080F9EB8.s	00 00 00 00 00 04 04 06 06 09 09 09 09 09 09 06 06 00 00 00 00 00 00 00 06 06 09 09 09 09 09 09 06 06 00 00
6	0x1270DC	gUnk_08117BC8	asm/data/data_080F9EB8.s	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 06 00 00 00 00 00 00 00 00 00 00 00 00 04 04 00 00 00 00 00
6	0x12713C	gUnk_08117BC8	asm/data/data_080F9EB8.s	00 00 00 00 00 00 00 06 06 09 09 09 09 09 09 06 06 00 00 00 00 00 00 00 00 04 04 00 00 00 00 00 00 00 00 06
6	0x127158	gUnk_08117BC8	asm/data/data_080F9EB8.s	00 00 00 00 00 00 00 06 06 09 09 09 09 09 09 06 06 00 00 00 00 00 00 00 00 06 06 09 09 09 09 09 09 06 06 00
6	0x1271B0	gUnk_08117BC8	asm/data/data_080F9EB8.s	00 04 04 00 00 00 00 00 00 00 00 00 00 00 00 06 06 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 06 00
6	0x127D0C	gUnk_08117BC8	asm/data/data_080F9EB8.s	0a 02 02 02 02 02 02 02 02 02 02 02 02 02 02 06 06 00 00 00 00 00 00 00 00 00 00 00 00 00 02 00 00 00 00 00
6	0x1292EC	gUnk_08117BC8	asm/data/data_080F9EB8.s	09 09 05 00 00 00 00 00 00 00 00 08 08 03 03 06 06 00 00 00 00 00 00 00 00 00 09 09 09 09 09 09 00 00 00 00
6	0x129328	gUnk_08117BC8	asm/data/data_080F9EB8.s	05 00 00 00 00 00 00 00 00 00 00 08 08 03 03 06 06 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
6	0x129CC4	gUnk_08117BC8	asm/data/data_080F9EB8.s	00 00 00 00 00 00 00 00 00 00 00 06 0a 0a 0a 0a 06 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 02
6	0x12A2FC	gUnk_08117BC8	asm/data/data_080F9EB8.s	00 00 00 00 00 00 00 00 00 00 00 06 0a 0a 0a 0a 06 00 00 00 00 00 00 00 00 00 00 00 00 02 02 00 00 00 00 00
6	0x12C4B4	gUnk_08117BC8	asm/data/data_080F9EB8.s	06 06 06 06 06 0a 0a 00 00 00 00 06 06 06 06 06 06 00 00 00 1f 1f 06 06 06 06 06 06 06 06 0a 0a 00 00 00 00
6	0x12C564	gUnk_08117BC8	asm/data/data_080F9EB8.s	06 06 06 06 06 0a 0a 00 00 00 00 06 06 06 06 06 06 00 00 00 1f 1f 06 06 06 06 06 06 06 06 0a 0a 00 00 00 00
6	0x12CA74	gUnk_08117BC8	asm/data/data_080F9EB8.s	0b 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 00 00 00 00 00 00 00 00 00 06 06 06 06 06 06 06 06 06 06
6	0x12CAAC	gUnk_08117BC8	asm/data/data_080F9EB8.s	06 06 06 06 0b 0b 0b 06 06 06 06 06 06 06 06 06 06 00 00 00 00 00 00 00 06 06 06 06 06 06 06 06 06 06 06 06
6	0x12E1D4	gUnk_08117BC8	asm/data/data_080F9EB8.s	00 1e 1e 07 07 07 07 06 06 06 06 06 06 06 06 06 06 00 00 00 00 00 00 00 01 0b 0b 06 06 06 06 06 06 06 06 06
6	0x12E20C	gUnk_08117BC8	asm/data/data_080F9EB8.s	06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 00 00 00 00 00 00 00 06 06 06 06 06 06 06 06 06 06 06 06
6	0x12E62C	gUnk_08117BC8	asm/data/data_080F9EB8.s	06 06 0b 0b 0b 06 06 06 06 06 06 06 06 06 06 06 06 00 00 00 00 00 00 00 06 06 06 06 06 06 06 06 06 06 06 06
6	0x12F3E8	gUnk_08117BC8	asm/data/data_080F9EB8.s	00 00 04 04 04 04 04 04 03 03 03 03 03 03 03 06 06 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 04 04 04 04
6	0x12F424	gUnk_08117BC8	asm/data/data_080F9EB8.s	00 00 04 04 04 04 04 04 03 03 03 03 03 03 03 06 06 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 04 04 04 04
6	0x13520C	gUnk_08117BC8	asm/data/data_080F9EB8.s	06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 00 00 00 00 00 00 06 06 06 06 06 06 06 06 06 06 06 06 06
6	0x135398	gUnk_08117BC8	asm/data/data_080F9EB8.s	06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 06 06 06 06
6	0x1353F8	gUnk_08117BC8	asm/data/data_080F9EB8.s	06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 00 00 00 00 00 00 06 06 06 06 06 06 06 06 06 06 06 06 06
6	0x1354C0	gUnk_08117BC8	asm/data/data_080F9EB8.s	06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 00 00 00 00 00 00 06 06 06 06 06 06 06 06 06 06 06 06 06
6	0x13564C	gUnk_08117BC8	asm/data/data_080F9EB8.s	06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 06 06 06 06
6	0x1356AC	gUnk_08117BC8	asm/data/data_080F9EB8.s	06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 00 00 00 00 00 00 06 06 06 06 06 06 06 06 06 06 06 06 06
6	0x135774	gUnk_08117BC8	asm/data/data_080F9EB8.s	06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 00 00 00 00 00 00 06 06 06 06 06 06 06 06 06 06 06 06 06
6	0x135900	gUnk_08117BC8	asm/data/data_080F9EB8.s	06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 00 00 00 00 00 00 00 00 00 00 00 0c 0c 00 06 06 06 06 06
6	0x135960	gUnk_08117BC8	asm/data/data_080F9EB8.s	06 06 06 06 06 06 06 06 06 06 06 06 06 06 0a 0a 06 00 00 00 00 00 00 06 06 06 06 06 06 06 06 06 06 06 06 06
6	0x135A28	gUnk_08117BC8	asm/data/data_080F9EB8.s	06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 00 00 00 00 00 00 00 00 00 06 08 08 06 06 06 06 06 06 06
6	0x135A40	gUnk_08117BC8	asm/data/data_080F9EB8.s	00 00 06 08 08 06 06 06 06 06 06 06 06 06 06 06 06 00 00 00 00 00 00 00 00 00 00 00 00 06 06 06 06 06 06 06
6	0x135CDC	gUnk_08117BC8	asm/data/data_080F9EB8.s	06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
6	0x135F3C	gUnk_08117BC8	asm/data/data_080F9EB8.s	06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 00 00 00 00 00 09 09 06 06 06 06 06 06 06 06 06 06 06 06
6	0x135F5C	gUnk_08117BC8	asm/data/data_080F9EB8.s	06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 00 00 00 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06
6	0x135F90	gUnk_08117BC8	asm/data/data_080F9EB8.s	06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 00 00 00 00 00 00 00 00 06 06 06 06 06 06 06 06 06 06 06
6	0x13610C	gUnk_08117BC8	asm/data/data_080F9EB8.s	06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
6	0x1361F0	gUnk_08117BC8	asm/data/data_080F9EB8.s	06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 00 00 00 00 00 06 06 00 00 00 00 00 00 00 00 00 06 0e 0e
6	0x136244	gUnk_08117BC8	asm/data/data_080F9EB8.s	06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 00 00 00 00 00 00 06 06 06 06 06 06 06 06 06 06 06 06 06
6	0x1362A4	gUnk_08117BC8	asm/data/data_080F9EB8.s	06 06 06 06 06 06 06 06 06 06 00 00 00 00 00 06 06 00 00 00 00 00 00 00 00 00 06 06 06 06 06 06 06 12 12 12
6	0x13632C	gUnk_08117BC8	asm/data/data_080F9EB8.s	0f 0f 00 00 00 00 00 00 00 00 00 00 00 00 00 06 06 00 00 00 00 00 07 07 06 06 06 06 06 06 06 06 06 06 06 06
6	0x136368	gUnk_08117BC8	asm/data/data_080F9EB8.s	00 00 00 00 00 00 00 06 06 06 06 06 06 06 06 06 06 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
6	0x1363C0	gUnk_08117BC8	asm/data/data_080F9EB8.s	06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 00 00 00 00 00 00 00 06 00 00 00 00 00 00 00 00 00 00 00
6	0x1363C8	gUnk_08117BC8	asm/data/data_080F9EB8.s	06 06 06 06 06 06 06 06 06 00 00 00 00 00 00 00 06 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
6	0x1364A4	gUnk_08117BC8	asm/data/data_080F9EB8.s	06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 00 00 00 00 00 06 06 06 06 06 06 06 06 06 06 06 06 06 06
6	0x1364F8	gUnk_08117BC8	asm/data/data_080F9EB8.s	06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 00 00 00 00 00 00 06 06 06 06 06 06 06 06 06 06 06 06 06
6	0x136674	gUnk_08117BC8	asm/data/data_080F9EB8.s	06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 00 00 00 00 00 00 00 06 00 00 00 00 00 00 00 00 00 00 00
6	0x13667C	gUnk_08117BC8	asm/data/data_080F9EB8.s	06 06 06 06 06 06 06 06 06 00 00 00 00 00 00 00 06 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
6	0x1366C0	gUnk_08117BC8	asm/data/data_080F9EB8.s	00 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
6	0x136758	gUnk_08117BC8	asm/data/data_080F9EB8.s	06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 00 00 00 00 00 06 06 06 00 00 00 00 00 00 00 00 00 00 00
6	0x136760	gUnk_08117BC8	asm/data/data_080F9EB8.s	06 06 06 06 06 06 06 06 06 00 00 00 00 00 06 06 06 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
6	0x1367AC	gUnk_08117BC8	asm/data/data_080F9EB8.s	06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 00 00 00 00 00 00 06 06 06 06 06 06 06 06 06 06 06 06 06
6	0x136928	gUnk_08117BC8	asm/data/data_080F9EB8.s	06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 00 00 00 00 00 00 00 06 00 00 00 00 00 00 00 00 00 00 00
6	0x136930	gUnk_08117BC8	asm/data/data_080F9EB8.s	06 06 06 06 06 06 06 06 06 00 00 00 00 00 00 00 06 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
6	0x136A0C	gUnk_08117BC8	asm/data/data_080F9EB8.s	06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 00 00 00 00 00 06 06 06 06 06 06 06 06 06 06 06 00 00 00
6	0x136A1C	gUnk_08117BC8	asm/data/data_080F9EB8.s	06 00 00 00 00 00 06 06 06 06 06 06 06 06 06 06 06 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
6	0x136A60	gUnk_08117BC8	asm/data/data_080F9EB8.s	06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 00 00 00 00 00 00 06 06 06 06 06 06 06 06 06 06 06 06 06
6	0x136BDC	gUnk_08117BC8	asm/data/data_080F9EB8.s	06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 00 00 00 00 00 00 00 06 00 00 00 00 00 00 00 00 00 00 00
6	0x136BE4	gUnk_08117BC8	asm/data/data_080F9EB8.s	06 06 06 06 06 06 06 06 06 00 00 00 00 00 00 00 06 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 00 00 00 00
6	0x136CA0	gUnk_08117BC8	asm/data/data_080F9EB8.s	00 06 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 00 00 00 00 00 00 00 00 00 00 06 06 06 06 06 06 06 06 06
6	0x136CC0	gUnk_08117BC8	asm/data/data_080F9EB8.s	06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 00 00 00 00 00 06 06 06 06 06 06 06 06 06 06 06 00 00 00
6	0x136CD0	gUnk_08117BC8	asm/data/data_080F9EB8.s	06 00 00 00 00 00 06 06 06 06 06 06 06 06 06 06 06 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
6	0x136D14	gUnk_08117BC8	asm/data/data_080F9EB8.s	06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 00 00 00 00 00 00 06 06 06 06 06 06 06 06 06 06 06 06 06
6	0x136E98	gUnk_08117BC8	asm/data/data_080F9EB8.s	06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 00 00 00 00
6	0x136F74	gUnk_08117BC8	asm/data/data_080F9EB8.s	06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 00 00 00 00 00 06 06 06 06 06 06 06 06 06 06 06 00 00 00
6	0x136F84	gUnk_08117BC8	asm/data/data_080F9EB8.s	06 00 00 00 00 00 06 06 06 06 06 06 06 06 06 06 06 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
6	0x136FC8	gUnk_08117BC8	asm/data/data_080F9EB8.s	06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 00 00 00 00 00 00 06 06 06 06 06 06 06 06 06 06 06 06 06
6	0x137228	gUnk_08117BC8	asm/data/data_080F9EB8.s	06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 00 00 00 00 00 06 06 06 06 06 06 06 06 06 06 06 00 00 00
6	0x137238	gUnk_08117BC8	asm/data/data_080F9EB8.s	06 00 00 00 00 00 06 06 06 06 06 06 06 06 06 06 06 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
6	0x13727C	gUnk_08117BC8	asm/data/data_080F9EB8.s	06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 00 00 00 00 00 00 06 06 06 06 06 06 06 06 06 06 06 06 06
6	0x1372A8	gUnk_08117BC8	asm/data/data_080F9EB8.s	06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
6	0x1373B8	gUnk_08117BC8	asm/data/data_080F9EB8.s	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 00 00 00 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06
6	0x1374AC	gUnk_08117BC8	asm/data/data_080F9EB8.s	06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
6	0x1374DC	gUnk_08117BC8	asm/data/data_080F9EB8.s	06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 00 00 00 00 00 06 06 06 06 06 06 06 06 06 06 06 00 00 00
6	0x1374EC	gUnk_08117BC8	asm/data/data_080F9EB8.s	06 00 00 00 00 00 06 06 06 06 06 06 06 06 06 06 06 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
6	0x137530	gUnk_08117BC8	asm/data/data_080F9EB8.s	06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 06 00 00 00 00 00 00 06 06 06 06 06 06 06 06 06 06 06 06 06
6	0x1377E4	gUnk_08117BC8	asm/data/data_080F9EB8.s	05 05 05 05 05 05 05 06 06 06 06 06 06 06 06 06 06 00 00 00 00 00 00 06 06 06 06 06 06 06 06 06 06 06 06 06
